row_id,catalyst,base,cosolvent,core,monomer,conversion,kraken_id
reaction:1,tBuXphos G3,P2-Et,None,Core_01,MFCD05663854,38.72201600562694,90
reaction:2,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD05663854,0.0,216
reaction:3,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD05663854,100.0,1
reaction:4,tBuXphos G3,BTMG,None,Core_01,MFCD05663854,78.95609922558542,90
reaction:5,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD05663854,0.0,216
reaction:6,Xphos G3,BTMG,H2O (25%),Core_01,MFCD05663854,100.0,1
reaction:7,Aphos G3,P2-Et,None,Core_01,MFCD05663854,0.0,216
reaction:8,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD05663854,0.0,8
reaction:9,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD05663854,85.81699604861305,4
reaction:10,Aphos G3,BTMG,None,Core_01,MFCD05663854,0.0,216
reaction:11,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD05663854,0.0,8
reaction:12,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD05663854,94.40427105286628,4
reaction:13,tBuXphos G3,P2-Et,None,Core_01,MFCD16994280,0.0,90
reaction:14,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD16994280,0.0,216
reaction:15,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD16994280,0.0,1
reaction:16,tBuXphos G3,BTMG,None,Core_01,MFCD16994280,0.0,90
reaction:17,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD16994280,0.0,216
reaction:18,Aphos G3,P2-Et,None,Core_01,MFCD16994280,0.0,216
reaction:19,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD16994280,0.0,8
reaction:20,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD16994280,0.0,4
reaction:21,Aphos G3,BTMG,None,Core_01,MFCD16994280,0.0,216
reaction:22,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD16994280,0.0,8
reaction:23,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD16994280,75.35033235846507,4
reaction:24,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD03788418,0.0,216
reaction:25,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD03788418,0.0,1
reaction:26,tBuXphos G3,BTMG,None,Core_01,MFCD03788418,0.0,90
reaction:27,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD03788418,0.0,216
reaction:28,Aphos G3,P2-Et,None,Core_01,MFCD03788418,0.0,216
reaction:29,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD03788418,0.0,8
reaction:30,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD03788418,0.0,4
reaction:31,Aphos G3,BTMG,None,Core_01,MFCD03788418,0.0,216
reaction:32,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD03788418,0.0,8
reaction:33,tBuXphos G3,P2-Et,None,Core_01,MFCD19439767,0.0,90
reaction:34,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD19439767,0.0,216
reaction:35,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD19439767,0.0,1
reaction:36,tBuXphos G3,BTMG,None,Core_01,MFCD19439767,82.74174342628626,90
reaction:37,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD19439767,0.0,216
reaction:38,Xphos G3,BTMG,H2O (25%),Core_01,MFCD19439767,0.0,1
reaction:39,Aphos G3,P2-Et,None,Core_01,MFCD19439767,0.0,216
reaction:40,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD19439767,0.0,8
reaction:41,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD19439767,0.0,4
reaction:42,Aphos G3,BTMG,None,Core_01,MFCD19439767,0.0,216
reaction:43,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD19439767,0.0,8
reaction:44,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD19439767,0.0,4
reaction:45,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD18383786,0.0,216
reaction:46,tBuXphos G3,BTMG,None,Core_01,MFCD18383786,100.0,90
reaction:47,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD18383786,0.0,216
reaction:48,Aphos G3,P2-Et,None,Core_01,MFCD18383786,0.0,216
reaction:49,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD18383786,0.0,8
reaction:50,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD18383786,0.0,8
reaction:51,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD18383786,93.19677907483072,4
reaction:52,tBuXphos G3,P2-Et,None,Core_01,MFCD00674177,0.0,90
reaction:53,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD00674177,0.0,216
reaction:54,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD00674177,82.16479632265536,1
reaction:55,tBuXphos G3,BTMG,None,Core_01,MFCD00674177,0.0,90
reaction:56,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD00674177,0.0,216
reaction:57,Xphos G3,BTMG,H2O (25%),Core_01,MFCD00674177,75.29232022138747,1
reaction:58,Aphos G3,P2-Et,None,Core_01,MFCD00674177,0.0,216
reaction:59,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD00674177,0.0,8
reaction:60,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD00674177,70.02041880830681,4
reaction:61,Aphos G3,BTMG,None,Core_01,MFCD00674177,0.0,216
reaction:62,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD00674177,0.0,8
reaction:63,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD00674177,62.17740821506301,4
reaction:64,tBuXphos G3,P2-Et,None,Core_01,MFCD11878349,0.0,90
reaction:65,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD11878349,0.0,216
reaction:66,tBuXphos G3,BTMG,None,Core_01,MFCD11878349,91.84283129570052,90
reaction:67,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD11878349,0.0,216
reaction:68,Xphos G3,BTMG,H2O (25%),Core_01,MFCD11878349,93.14614549847904,1
reaction:69,Aphos G3,P2-Et,None,Core_01,MFCD11878349,0.0,216
reaction:70,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD11878349,0.0,8
reaction:71,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD11878349,0.0,4
reaction:72,Aphos G3,BTMG,None,Core_01,MFCD11878349,0.0,216
reaction:73,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD11878349,0.0,8
reaction:74,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD11878349,0.0,4
reaction:75,tBuXphos G3,P2-Et,None,Core_01,MFCD03789252,0.0,90
reaction:76,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD03789252,0.0,216
reaction:77,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD03789252,88.33522023381062,1
reaction:78,tBuXphos G3,BTMG,None,Core_01,MFCD03789252,83.74641297030102,90
reaction:79,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD03789252,0.0,216
reaction:80,Xphos G3,BTMG,H2O (25%),Core_01,MFCD03789252,84.44389921158727,1
reaction:81,Aphos G3,P2-Et,None,Core_01,MFCD03789252,0.0,216
reaction:82,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD03789252,0.0,8
reaction:83,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD03789252,64.29350377198527,4
reaction:84,Aphos G3,BTMG,None,Core_01,MFCD03789252,0.0,216
reaction:85,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD03789252,0.0,8
reaction:86,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD03789252,78.55922466808875,4
reaction:87,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD09999194,100.0,1
reaction:88,tBuXphos G3,BTMG,None,Core_01,MFCD09999194,100.0,90
reaction:89,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD09999194,0.0,216
reaction:90,Xphos G3,BTMG,H2O (25%),Core_01,MFCD09999194,100.0,1
reaction:91,Aphos G3,P2-Et,None,Core_01,MFCD09999194,0.0,216
reaction:92,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD09999194,0.0,8
reaction:93,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD09999194,100.0,4
reaction:94,Aphos G3,BTMG,None,Core_01,MFCD09999194,0.0,216
reaction:95,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD09999194,0.0,8
reaction:96,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD09999194,100.0,4
reaction:97,tBuXphos G3,P2-Et,None,Core_01,MFCD05663845,0.0,90
reaction:98,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD05663845,0.0,216
reaction:99,tBuXphos G3,BTMG,None,Core_01,MFCD05663845,41.726005643708646,90
reaction:100,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD05663845,0.0,216
reaction:101,Aphos G3,P2-Et,None,Core_01,MFCD05663845,0.0,216
reaction:102,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD05663845,0.0,8
reaction:103,Aphos G3,BTMG,None,Core_01,MFCD05663845,0.0,216
reaction:104,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD05663845,0.0,8
reaction:105,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD05663845,37.5857141980799,4
reaction:106,tBu3P G2,BTTP,t-AmOH (25%),Core_02,MFCD03788418,0.0,8
reaction:107,Aphos G3,BTMG,None,Core_02,MFCD03788418,0.0,216
reaction:108,tBuXphos G3,BTMG,None,Core_02,MFCD18383786,0.0,90
reaction:109,Aphos G3,BTMG,t-AmOH (25%),Core_02,MFCD18383786,0.0,216
reaction:110,tBu3P G2,BTMG,t-AmOH (25%),Core_02,MFCD18383786,0.0,8
reaction:111,Aphos G3,BTMG,t-AmOH (25%),Core_02,MFCD03789252,0.0,216
reaction:112,tBu3P G2,BTMG,t-AmOH (25%),Core_02,MFCD03789252,0.0,8
reaction:113,tBuXphos G3,P2-Et,None,Core_02,MFCD09999194,0.0,90
reaction:114,Aphos G3,BTTP,t-AmOH (25%),Core_02,MFCD09999194,0.0,216
reaction:115,Xphos G3,K3PO4,H2O (25%),Core_02,MFCD09999194,0.0,1
reaction:116,tBuXphos G3,BTMG,None,Core_02,MFCD09999194,0.0,90
reaction:117,Aphos G3,BTMG,t-AmOH (25%),Core_02,MFCD09999194,0.0,216
reaction:118,Xphos G3,BTMG,H2O (25%),Core_02,MFCD09999194,0.0,1
reaction:119,Aphos G3,P2-Et,None,Core_02,MFCD09999194,0.0,216
reaction:120,tBu3P G2,BTTP,t-AmOH (25%),Core_02,MFCD09999194,0.0,8
reaction:121,RuPhos G3,K3PO4,H2O (25%),Core_02,MFCD09999194,0.0,4
reaction:122,Aphos G3,BTMG,None,Core_02,MFCD09999194,0.0,216
reaction:123,tBu3P G2,BTMG,t-AmOH (25%),Core_02,MFCD09999194,0.0,8
reaction:124,RuPhos G3,BTMG,H2O (25%),Core_02,MFCD09999194,0.0,4
reaction:125,tBuXphos G3,P2-Et,None,Core_02,MFCD05663845,0.0,90
reaction:126,Aphos G3,BTTP,t-AmOH (25%),Core_02,MFCD05663845,0.0,216
reaction:127,Xphos G3,K3PO4,H2O (25%),Core_02,MFCD05663845,0.0,1
reaction:128,tBuXphos G3,BTMG,None,Core_02,MFCD05663845,0.0,90
reaction:129,Aphos G3,BTMG,t-AmOH (25%),Core_02,MFCD05663845,0.0,216
reaction:130,Xphos G3,BTMG,H2O (25%),Core_02,MFCD05663845,0.0,1
reaction:131,Aphos G3,P2-Et,None,Core_02,MFCD05663845,0.0,216
reaction:132,tBu3P G2,BTTP,t-AmOH (25%),Core_02,MFCD05663845,0.0,8
reaction:133,RuPhos G3,K3PO4,H2O (25%),Core_02,MFCD05663845,0.0,4
reaction:134,Aphos G3,BTMG,None,Core_02,MFCD05663845,0.0,216
reaction:135,tBu3P G2,BTMG,t-AmOH (25%),Core_02,MFCD05663845,0.0,8
reaction:136,RuPhos G3,BTMG,H2O (25%),Core_02,MFCD05663845,0.0,4
reaction:137,tBuXphos G3,P2-Et,None,Core_03,MFCD05663854,100.0,90
reaction:138,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD05663854,100.0,216
reaction:139,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD05663854,47.245549640586646,1
reaction:140,tBuXphos G3,BTMG,None,Core_03,MFCD05663854,54.0615344587197,90
reaction:141,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD05663854,76.40793249533958,216
reaction:142,Xphos G3,BTMG,H2O (25%),Core_03,MFCD05663854,100.0,1
reaction:143,Aphos G3,P2-Et,None,Core_03,MFCD05663854,84.35854347689065,216
reaction:144,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD05663854,97.76559164708468,8
reaction:145,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD05663854,57.295810179189424,4
reaction:146,Aphos G3,BTMG,None,Core_03,MFCD05663854,96.09371367312576,216
reaction:147,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD05663854,93.37365649382448,8
reaction:148,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD05663854,95.58563077917808,4
reaction:149,tBuXphos G3,P2-Et,None,Core_03,MFCD16994280,53.84532127436603,90
reaction:150,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD16994280,100.0,216
reaction:151,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD16994280,100.0,1
reaction:152,tBuXphos G3,BTMG,None,Core_03,MFCD16994280,25.32622276828773,90
reaction:153,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD16994280,98.95067001145873,216
reaction:154,Xphos G3,BTMG,H2O (25%),Core_03,MFCD16994280,96.11901085481364,1
reaction:155,Aphos G3,P2-Et,None,Core_03,MFCD16994280,100.0,216
reaction:156,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD16994280,98.51680455044044,8
reaction:157,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD16994280,92.6258141259348,4
reaction:158,Aphos G3,BTMG,None,Core_03,MFCD16994280,89.56953551380074,216
reaction:159,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD16994280,95.625637014219,8
reaction:160,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD16994280,96.19566039359236,4
reaction:161,tBuXphos G3,P2-Et,None,Core_03,MFCD03788418,90.757103830707,90
reaction:162,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD03788418,100.0,216
reaction:163,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD03788418,96.12036628441246,1
reaction:164,tBuXphos G3,BTMG,None,Core_03,MFCD03788418,67.25365931339002,90
reaction:165,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD03788418,100.0,216
reaction:166,Xphos G3,BTMG,H2O (25%),Core_03,MFCD03788418,84.37391585986751,1
reaction:167,Aphos G3,P2-Et,None,Core_03,MFCD03788418,33.22338664821709,216
reaction:168,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD03788418,98.76876086937855,8
reaction:169,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD03788418,90.66343666289414,4
reaction:170,Aphos G3,BTMG,None,Core_03,MFCD03788418,100.0,216
reaction:171,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD03788418,96.67567186437276,8
reaction:172,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD03788418,82.8685945793302,4
reaction:173,tBuXphos G3,P2-Et,None,Core_03,MFCD19439767,79.06281081666732,90
reaction:174,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD19439767,100.0,216
reaction:175,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD19439767,96.67226674661774,1
reaction:176,tBuXphos G3,BTMG,None,Core_03,MFCD19439767,100.0,90
reaction:177,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD19439767,100.0,216
reaction:178,Xphos G3,BTMG,H2O (25%),Core_03,MFCD19439767,97.62953003070432,1
reaction:179,Aphos G3,P2-Et,None,Core_03,MFCD19439767,5.237368223952925,216
reaction:180,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD19439767,100.0,8
reaction:181,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD19439767,100.0,4
reaction:182,Aphos G3,BTMG,None,Core_03,MFCD19439767,100.0,216
reaction:183,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD19439767,100.0,8
reaction:184,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD19439767,96.4012781797078,4
reaction:185,tBuXphos G3,P2-Et,None,Core_03,MFCD18383786,100.0,90
reaction:186,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD18383786,100.0,216
reaction:187,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD18383786,100.0,1
reaction:188,tBuXphos G3,BTMG,None,Core_03,MFCD18383786,100.0,90
reaction:189,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD18383786,100.0,216
reaction:190,Xphos G3,BTMG,H2O (25%),Core_03,MFCD18383786,94.84256685338524,1
reaction:191,Aphos G3,P2-Et,None,Core_03,MFCD18383786,20.4004327457442,216
reaction:192,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD18383786,100.0,8
reaction:193,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD18383786,100.0,4
reaction:194,Aphos G3,BTMG,None,Core_03,MFCD18383786,100.0,216
reaction:195,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD18383786,100.0,8
reaction:196,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD18383786,96.94143413051188,4
reaction:197,tBuXphos G3,P2-Et,None,Core_03,MFCD00674177,76.28370256847882,90
reaction:198,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD00674177,95.46495583025836,216
reaction:199,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD00674177,48.06036228935604,1
reaction:200,tBuXphos G3,BTMG,None,Core_03,MFCD00674177,33.84537647947243,90
reaction:201,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD00674177,59.511761646401695,216
reaction:202,Xphos G3,BTMG,H2O (25%),Core_03,MFCD00674177,28.411272005797034,1
reaction:203,Aphos G3,P2-Et,None,Core_03,MFCD00674177,53.515770230818575,216
reaction:204,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD00674177,37.74660244567025,8
reaction:205,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD00674177,28.59869517895765,4
reaction:206,Aphos G3,BTMG,None,Core_03,MFCD00674177,52.34918180528243,216
reaction:207,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD00674177,7.257533894748268,8
reaction:208,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD00674177,24.32073172054584,4
reaction:209,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD11878349,50.89311559036095,216
reaction:210,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD11878349,9.555858484306803,1
reaction:211,tBuXphos G3,BTMG,None,Core_03,MFCD11878349,57.97183057737537,90
reaction:212,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD11878349,80.23386363661501,216
reaction:213,Xphos G3,BTMG,H2O (25%),Core_03,MFCD11878349,81.56120783965605,1
reaction:214,Aphos G3,P2-Et,None,Core_03,MFCD11878349,3.9019254343355456,216
reaction:215,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD11878349,10.31608381959764,8
reaction:216,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD11878349,16.45694980292204,4
reaction:217,Aphos G3,BTMG,None,Core_03,MFCD11878349,61.52532635271248,216
reaction:218,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD11878349,32.21276390742164,8
reaction:219,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD11878349,10.980562757279674,4
reaction:220,tBuXphos G3,P2-Et,None,Core_03,MFCD03789252,100.0,90
reaction:221,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD03789252,100.0,216
reaction:222,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD03789252,100.0,1
reaction:223,tBuXphos G3,BTMG,None,Core_03,MFCD03789252,81.68682751379527,90
reaction:224,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD03789252,100.0,216
reaction:225,Xphos G3,BTMG,H2O (25%),Core_03,MFCD03789252,94.51643241688394,1
reaction:226,Aphos G3,P2-Et,None,Core_03,MFCD03789252,100.0,216
reaction:227,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD03789252,100.0,8
reaction:228,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD03789252,100.0,4
reaction:229,Aphos G3,BTMG,None,Core_03,MFCD03789252,100.0,216
reaction:230,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD03789252,100.0,8
reaction:231,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD03789252,100.0,4
reaction:232,tBuXphos G3,P2-Et,None,Core_03,MFCD09999194,29.872847084143945,90
reaction:233,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD09999194,92.09719713125504,216
reaction:234,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD09999194,35.86445345031228,1
reaction:235,tBuXphos G3,BTMG,None,Core_03,MFCD09999194,100.0,90
reaction:236,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD09999194,100.0,216
reaction:237,Xphos G3,BTMG,H2O (25%),Core_03,MFCD09999194,53.89106352896601,1
reaction:238,Aphos G3,P2-Et,None,Core_03,MFCD09999194,16.326890064247095,216
reaction:239,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD09999194,96.13580616369164,8
reaction:240,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD09999194,44.14119733665104,4
reaction:241,Aphos G3,BTMG,None,Core_03,MFCD09999194,100.0,216
reaction:242,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD09999194,69.79590613782361,8
reaction:243,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD09999194,28.58603434040197,4
reaction:244,tBuXphos G3,P2-Et,None,Core_03,MFCD05663845,94.60151084367858,90
reaction:245,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD05663845,96.133047231998,216
reaction:246,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD05663845,46.91848249051721,1
reaction:247,tBuXphos G3,BTMG,None,Core_03,MFCD05663845,38.15512684070648,90
reaction:248,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD05663845,96.55852090246172,216
reaction:249,Xphos G3,BTMG,H2O (25%),Core_03,MFCD05663845,93.6351810358032,1
reaction:250,Aphos G3,P2-Et,None,Core_03,MFCD05663845,95.96930609440808,216
reaction:251,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD05663845,95.96412165259028,8
reaction:252,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD05663845,42.46809879726796,4
reaction:253,Aphos G3,BTMG,None,Core_03,MFCD05663845,96.51843948280128,216
reaction:254,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD05663845,95.85026021935184,8
reaction:255,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD05663845,80.36920860938618,4
reaction:256,tBuXphos G3,P2-Et,None,Core_04,MFCD05663854,9.217272716258725,90
reaction:257,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD05663854,65.23773143864548,216
reaction:258,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD05663854,46.721824888392185,1
reaction:259,tBuXphos G3,BTMG,None,Core_04,MFCD05663854,0.0,90
reaction:260,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD05663854,60.33122271953364,216
reaction:261,Xphos G3,BTMG,H2O (25%),Core_04,MFCD05663854,30.03759292056275,1
reaction:262,Aphos G3,P2-Et,None,Core_04,MFCD05663854,65.27129326122677,216
reaction:263,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD05663854,75.22675435292672,8
reaction:264,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD05663854,50.00833945181608,4
reaction:265,Aphos G3,BTMG,None,Core_04,MFCD05663854,38.27910185543559,216
reaction:266,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD05663854,67.55276533686735,8
reaction:267,RuPhos G3,BTMG,H2O (25%),Core_04,MFCD05663854,32.719968942230985,4
reaction:268,tBuXphos G3,P2-Et,None,Core_04,MFCD16994280,0.0,90
reaction:269,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD16994280,64.84630769315419,216
reaction:270,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD16994280,36.45965232004575,1
reaction:271,tBuXphos G3,BTMG,None,Core_04,MFCD16994280,0.0,90
reaction:272,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD16994280,28.05936227197337,216
reaction:273,Xphos G3,BTMG,H2O (25%),Core_04,MFCD16994280,20.66310176969036,1
reaction:274,Aphos G3,P2-Et,None,Core_04,MFCD16994280,80.65130662854776,216
reaction:275,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD16994280,54.66671358469455,8
reaction:276,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD16994280,71.74776330101078,4
reaction:277,Aphos G3,BTMG,None,Core_04,MFCD16994280,26.24558029129552,216
reaction:278,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD16994280,34.14417260888772,8
reaction:279,RuPhos G3,BTMG,H2O (25%),Core_04,MFCD16994280,43.32327205300332,4
reaction:280,tBuXphos G3,P2-Et,None,Core_04,MFCD03788418,0.0,90
reaction:281,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD03788418,48.69780280383001,216
reaction:282,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD03788418,19.33951370893665,1
reaction:283,tBuXphos G3,BTMG,None,Core_04,MFCD03788418,0.0,90
reaction:284,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD03788418,27.88301038275336,216
reaction:285,Xphos G3,BTMG,H2O (25%),Core_04,MFCD03788418,9.090349504450364,1
reaction:286,Aphos G3,P2-Et,None,Core_04,MFCD03788418,7.02255832122624,216
reaction:287,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD03788418,29.96491513020504,8
reaction:288,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD03788418,37.74638010402875,4
reaction:289,Aphos G3,BTMG,None,Core_04,MFCD03788418,22.83565337972881,216
reaction:290,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD03788418,19.10670207263107,8
reaction:291,RuPhos G3,BTMG,H2O (25%),Core_04,MFCD03788418,16.441802955948237,4
reaction:292,tBuXphos G3,P2-Et,None,Core_04,MFCD19439767,0.0,90
reaction:293,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD19439767,100.0,216
reaction:294,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD19439767,44.53852116960103,1
reaction:295,tBuXphos G3,BTMG,None,Core_04,MFCD19439767,0.0,90
reaction:296,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD19439767,100.0,216
reaction:297,Xphos G3,BTMG,H2O (25%),Core_04,MFCD19439767,36.57451170325097,1
reaction:298,Aphos G3,P2-Et,None,Core_04,MFCD19439767,1.544843908047008,216
reaction:299,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD19439767,100.0,8
reaction:300,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD19439767,62.1217385904964,4
reaction:301,Aphos G3,BTMG,None,Core_04,MFCD19439767,100.0,216
reaction:302,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD19439767,100.0,8
