row_id,catalyst,base,cosolvent,core,monomer,conversion,kraken_id
reaction:1103,Aphos G3,BTMG,t-AmOH (25%),Core_11,MFCD16994280,91.08432530821702,216
reaction:1104,Xphos G3,BTMG,H2O (25%),Core_11,MFCD16994280,18.055618846968137,1
reaction:1105,Aphos G3,P2-Et,None,Core_11,MFCD16994280,100.0,216
reaction:1106,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD16994280,97.2293532761054,8
reaction:1107,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD16994280,0.0,4
reaction:1108,Aphos G3,BTMG,None,Core_11,MFCD16994280,82.33567085062121,216
reaction:1109,tBu3P G2,BTMG,t-AmOH (25%),Core_11,MFCD16994280,100.0,8
reaction:1110,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD16994280,3.0788564949111668,4
reaction:1111,tBuXphos G3,P2-Et,None,Core_11,MFCD03788418,0.0,90
reaction:1112,Aphos G3,BTTP,t-AmOH (25%),Core_11,MFCD03788418,100.0,216
reaction:1113,Xphos G3,K3PO4,H2O (25%),Core_11,MFCD03788418,13.64795999813203,1
reaction:1114,tBuXphos G3,BTMG,None,Core_11,MFCD03788418,6.845917552257834,90
reaction:1115,Aphos G3,BTMG,t-AmOH (25%),Core_11,MFCD03788418,100.0,216
reaction:1116,Xphos G3,BTMG,H2O (25%),Core_11,MFCD03788418,12.6109076170491,1
reaction:1117,Aphos G3,P2-Et,None,Core_11,MFCD03788418,100.0,216
reaction:1118,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD03788418,100.0,8
reaction:1119,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD03788418,4.562788863775812,4
reaction:1120,Aphos G3,BTMG,None,Core_11,MFCD03788418,93.36770276515342,216
reaction:1121,tBu3P G2,BTMG,t-AmOH (25%),Core_11,MFCD03788418,100.0,8
reaction:1122,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD03788418,3.338419834749918,4
reaction:1123,tBuXphos G3,P2-Et,None,Core_11,MFCD19439767,0.0,90
reaction:1124,Xphos G3,K3PO4,H2O (25%),Core_11,MFCD19439767,0.0,1
reaction:1125,tBuXphos G3,BTMG,None,Core_11,MFCD19439767,0.0,90
reaction:1126,Xphos G3,BTMG,H2O (25%),Core_11,MFCD19439767,0.0,1
reaction:1127,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD19439767,0.0,8
reaction:1128,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD19439767,0.0,4
reaction:1129,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD19439767,0.0,4
reaction:1130,Aphos G3,P2-Et,None,Core_11,MFCD18383786,59.17856580046554,216
reaction:1131,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD18383786,100.0,8
reaction:1132,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD18383786,8.06294769501462,4
reaction:1133,Aphos G3,BTMG,None,Core_11,MFCD18383786,97.34373425870643,216
reaction:1134,tBu3P G2,BTMG,t-AmOH (25%),Core_11,MFCD18383786,100.0,8
reaction:1135,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD18383786,12.660631243824572,4
reaction:1136,Aphos G3,P2-Et,None,Core_11,MFCD18383786,100.0,216
reaction:1137,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD18383786,100.0,8
reaction:1138,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD18383786,5.690269433331669,4
reaction:1139,tBuXphos G3,BTMG,None,Core_11,MFCD18383786,100.0,90
reaction:1140,Aphos G3,BTMG,t-AmOH (25%),Core_11,MFCD18383786,100.0,216
reaction:1141,Xphos G3,BTMG,H2O (25%),Core_11,MFCD18383786,4.8931447682657465,1
reaction:1142,Aphos G3,P2-Et,None,Core_11,MFCD00674177,17.109246091805794,216
reaction:1143,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD00674177,92.28749258850236,8
reaction:1144,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD00674177,0.0,4
reaction:1145,Aphos G3,BTMG,None,Core_11,MFCD00674177,13.277768623414024,216
reaction:1146,tBu3P G2,BTMG,t-AmOH (25%),Core_11,MFCD00674177,28.411279260447724,8
reaction:1147,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD00674177,0.0,4
reaction:1148,Aphos G3,P2-Et,None,Core_11,MFCD00674177,100.0,216
reaction:1149,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD00674177,14.653274125713716,8
reaction:1150,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD00674177,6.668185292114556,4
reaction:1151,tBuXphos G3,BTMG,None,Core_11,MFCD00674177,9.553049828182514,90
reaction:1152,Aphos G3,BTMG,t-AmOH (25%),Core_11,MFCD00674177,3.6597136085706414,216
reaction:1153,Xphos G3,BTMG,H2O (25%),Core_11,MFCD00674177,4.091227686015359,1
reaction:1154,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD11878349,100.0,8
reaction:1155,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD11878349,16.346855028068717,4
reaction:1156,Aphos G3,BTMG,None,Core_11,MFCD11878349,31.573871239698448,216
reaction:1157,tBu3P G2,BTMG,t-AmOH (25%),Core_11,MFCD11878349,96.84388112492424,8
reaction:1158,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD11878349,36.25724054376267,4
reaction:1159,Aphos G3,P2-Et,None,Core_11,MFCD11878349,100.0,216
reaction:1160,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD11878349,32.071398770866935,8
reaction:1161,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD11878349,0.0,4
reaction:1162,tBuXphos G3,BTMG,None,Core_11,MFCD11878349,100.0,90
reaction:1163,Aphos G3,BTMG,t-AmOH (25%),Core_11,MFCD11878349,32.5187474508008,216
reaction:1164,Xphos G3,BTMG,H2O (25%),Core_11,MFCD11878349,0.0,1
reaction:1165,Aphos G3,P2-Et,None,Core_11,MFCD03789252,94.67830906583006,216
reaction:1166,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD03789252,100.0,8
reaction:1167,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD03789252,18.96237335412696,4
reaction:1168,Aphos G3,BTMG,None,Core_11,MFCD03789252,70.7133242864908,216
reaction:1169,tBu3P G2,BTMG,t-AmOH (25%),Core_11,MFCD03789252,100.0,8
reaction:1170,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD03789252,18.181410807288263,4
reaction:1171,Aphos G3,P2-Et,None,Core_11,MFCD03789252,100.0,216
reaction:1172,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD03789252,100.0,8
reaction:1173,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD03789252,18.84434675370036,4
reaction:1174,tBuXphos G3,BTMG,None,Core_11,MFCD03789252,100.0,90
reaction:1175,Aphos G3,BTMG,t-AmOH (25%),Core_11,MFCD03789252,100.0,216
reaction:1176,Xphos G3,BTMG,H2O (25%),Core_11,MFCD03789252,15.473731192748891,1
reaction:1177,Aphos G3,P2-Et,None,Core_11,MFCD09999194,73.65640354588581,216
reaction:1178,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD09999194,100.0,8
reaction:1179,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD09999194,75.15081107681839,4
reaction:1180,Aphos G3,BTMG,None,Core_11,MFCD09999194,83.44953308608662,216
reaction:1181,tBu3P G2,BTMG,t-AmOH (25%),Core_11,MFCD09999194,100.0,8
reaction:1182,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD09999194,40.578945460293376,4
reaction:1183,tBuXphos G3,P2-Et,None,Core_11,MFCD09999194,100.0,90
reaction:1184,Aphos G3,BTTP,t-AmOH (25%),Core_11,MFCD09999194,100.0,216
reaction:1185,Xphos G3,K3PO4,H2O (25%),Core_11,MFCD09999194,40.93006834101888,1
reaction:1186,tBuXphos G3,BTMG,None,Core_11,MFCD09999194,91.8580446562842,90
reaction:1187,Aphos G3,BTMG,t-AmOH (25%),Core_11,MFCD09999194,97.82952022914972,216
reaction:1188,Xphos G3,BTMG,H2O (25%),Core_11,MFCD09999194,28.96184720500956,1
reaction:1189,Aphos G3,P2-Et,None,Core_11,MFCD05663845,100.0,216
reaction:1190,tBu3P G2,BTTP,t-AmOH (25%),Core_11,MFCD05663845,100.0,8
reaction:1191,RuPhos G3,K3PO4,H2O (25%),Core_11,MFCD05663845,8.843521582614189,4
reaction:1192,Aphos G3,BTMG,None,Core_11,MFCD05663845,19.377210118706103,216
reaction:1193,tBu3P G2,BTMG,t-AmOH (25%),Core_11,MFCD05663845,96.8438891659753,8
reaction:1194,RuPhos G3,BTMG,H2O (25%),Core_11,MFCD05663845,10.957044963256047,4
reaction:1195,tBuXphos G3,P2-Et,None,Core_11,MFCD05663845,100.0,90
reaction:1196,Aphos G3,BTTP,t-AmOH (25%),Core_11,MFCD05663845,97.75445508022004,216
reaction:1197,Xphos G3,K3PO4,H2O (25%),Core_11,MFCD05663845,9.470264371985536,1
reaction:1198,tBuXphos G3,BTMG,None,Core_11,MFCD05663845,88.10346554234658,90
reaction:1199,Aphos G3,BTMG,t-AmOH (25%),Core_11,MFCD05663845,100.0,216
reaction:1200,Xphos G3,BTMG,H2O (25%),Core_11,MFCD05663845,6.680881750572028,1
reaction:1201,tBuXphos G3,P2-Et,None,Core_12,MFCD05663854,6.996755579175723,90
reaction:1202,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD05663854,0.0,216
reaction:1203,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD05663854,0.0,1
reaction:1204,tBuXphos G3,BTMG,None,Core_12,MFCD05663854,0.0,90
reaction:1205,Aphos G3,BTMG,t-AmOH (25%),Core_12,MFCD05663854,0.0,216
reaction:1206,Xphos G3,BTMG,H2O (25%),Core_12,MFCD05663854,0.0,1
reaction:1207,Aphos G3,P2-Et,None,Core_12,MFCD05663854,8.024430326760704,216
reaction:1208,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD05663854,0.0,8
reaction:1209,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD05663854,0.0,4
reaction:1210,Aphos G3,BTMG,None,Core_12,MFCD05663854,0.0,216
reaction:1211,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD05663854,0.0,8
reaction:1212,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD05663854,0.0,4
reaction:1213,tBuXphos G3,P2-Et,None,Core_12,MFCD16994280,0.0,90
reaction:1214,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD16994280,0.0,216
reaction:1215,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD16994280,0.0,1
reaction:1216,tBuXphos G3,BTMG,None,Core_12,MFCD16994280,0.0,90
reaction:1217,Aphos G3,BTMG,t-AmOH (25%),Core_12,MFCD16994280,0.0,216
reaction:1218,Xphos G3,BTMG,H2O (25%),Core_12,MFCD16994280,0.0,1
reaction:1219,Aphos G3,P2-Et,None,Core_12,MFCD16994280,0.0,216
reaction:1220,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD16994280,0.0,8
reaction:1221,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD16994280,0.0,4
reaction:1222,Aphos G3,BTMG,None,Core_12,MFCD16994280,0.0,216
reaction:1223,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD16994280,0.0,8
reaction:1224,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD16994280,11.095437835946983,4
reaction:1225,tBuXphos G3,P2-Et,None,Core_12,MFCD03788418,0.0,90
reaction:1226,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD03788418,0.0,216
reaction:1227,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD03788418,0.0,1
reaction:1228,tBuXphos G3,BTMG,None,Core_12,MFCD03788418,0.0,90
reaction:1229,Aphos G3,BTMG,t-AmOH (25%),Core_12,MFCD03788418,0.0,216
reaction:1230,Xphos G3,BTMG,H2O (25%),Core_12,MFCD03788418,0.0,1
reaction:1231,Aphos G3,P2-Et,None,Core_12,MFCD03788418,0.0,216
reaction:1232,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD03788418,0.0,8
reaction:1233,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD03788418,0.0,4
reaction:1234,Aphos G3,BTMG,None,Core_12,MFCD03788418,0.0,216
reaction:1235,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD03788418,0.0,8
reaction:1236,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD03788418,0.0,4
reaction:1237,tBuXphos G3,P2-Et,None,Core_12,MFCD19439767,0.0,90
reaction:1238,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD19439767,0.0,216
reaction:1239,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD19439767,0.0,1
reaction:1240,tBuXphos G3,BTMG,None,Core_12,MFCD19439767,0.0,90
reaction:1241,Aphos G3,BTMG,t-AmOH (25%),Core_12,MFCD19439767,0.0,216
reaction:1242,Xphos G3,BTMG,H2O (25%),Core_12,MFCD19439767,0.0,1
reaction:1243,Aphos G3,P2-Et,None,Core_12,MFCD19439767,0.0,216
reaction:1244,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD19439767,0.0,8
reaction:1245,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD19439767,0.0,4
reaction:1246,Aphos G3,BTMG,None,Core_12,MFCD19439767,0.0,216
reaction:1247,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD19439767,0.0,8
reaction:1248,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD19439767,0.0,4
reaction:1249,tBuXphos G3,P2-Et,None,Core_12,MFCD18383786,0.0,90
reaction:1250,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD18383786,0.0,216
reaction:1251,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD18383786,0.0,1
reaction:1252,tBuXphos G3,BTMG,None,Core_12,MFCD18383786,0.0,90
reaction:1253,Aphos G3,BTMG,t-AmOH (25%),Core_12,MFCD18383786,0.0,216
reaction:1254,Xphos G3,BTMG,H2O (25%),Core_12,MFCD18383786,0.0,1
reaction:1255,Aphos G3,P2-Et,None,Core_12,MFCD18383786,0.0,216
reaction:1256,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD18383786,0.0,8
reaction:1257,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD18383786,0.0,4
reaction:1258,Aphos G3,BTMG,None,Core_12,MFCD18383786,0.0,216
reaction:1259,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD18383786,0.0,8
reaction:1260,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD18383786,0.0,4
reaction:1261,tBuXphos G3,P2-Et,None,Core_12,MFCD00674177,0.0,90
reaction:1262,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD00674177,0.0,216
reaction:1263,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD00674177,0.0,1
reaction:1264,tBuXphos G3,BTMG,None,Core_12,MFCD00674177,0.0,90
reaction:1265,Aphos G3,BTMG,t-AmOH (25%),Core_12,MFCD00674177,0.0,216
reaction:1266,Xphos G3,BTMG,H2O (25%),Core_12,MFCD00674177,0.0,1
reaction:1267,Aphos G3,P2-Et,None,Core_12,MFCD00674177,0.0,216
reaction:1268,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD00674177,0.0,8
reaction:1269,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD00674177,0.0,4
reaction:1270,Aphos G3,BTMG,None,Core_12,MFCD00674177,0.0,216
reaction:1271,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD00674177,0.0,8
reaction:1272,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD00674177,0.0,4
reaction:1273,tBuXphos G3,P2-Et,None,Core_12,MFCD11878349,0.0,90
reaction:1274,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD11878349,0.0,216
reaction:1275,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD11878349,0.0,1
reaction:1276,Aphos G3,BTMG,None,Core_12,MFCD11878349,9.426938815283084,216
reaction:1277,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD11878349,0.0,8
reaction:1278,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD11878349,4.620405809535455,4
reaction:1279,Aphos G3,P2-Et,None,Core_12,MFCD11878349,5.980842843292124,216
reaction:1280,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD11878349,0.0,8
reaction:1281,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD11878349,0.0,4
reaction:1282,Aphos G3,BTMG,None,Core_12,MFCD11878349,0.0,216
reaction:1283,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD11878349,0.0,8
reaction:1284,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD11878349,0.0,4
reaction:1285,tBuXphos G3,P2-Et,None,Core_12,MFCD03789252,65.43468548063765,90
reaction:1286,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD03789252,3.8257776091600784,216
reaction:1287,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD03789252,8.101702028531111,1
reaction:1288,Aphos G3,BTMG,None,Core_12,MFCD03789252,6.454318216309833,216
reaction:1289,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD03789252,0.0,8
reaction:1290,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD03789252,4.792088943144111,4
reaction:1291,Aphos G3,P2-Et,None,Core_12,MFCD03789252,25.34507637398753,216
reaction:1292,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD03789252,0.0,8
reaction:1293,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD03789252,0.0,4
reaction:1294,Aphos G3,BTMG,None,Core_12,MFCD03789252,0.0,216
reaction:1295,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD03789252,0.0,8
reaction:1296,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD03789252,0.0,4
reaction:1297,tBuXphos G3,P2-Et,None,Core_12,MFCD09999194,20.09174082796562,90
reaction:1298,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD09999194,0.0,216
reaction:1299,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD09999194,8.896936798679175,1
reaction:1300,Aphos G3,BTMG,None,Core_12,MFCD09999194,24.466688591415465,216
reaction:1301,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD09999194,0.0,8
reaction:1302,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD09999194,15.260288858394016,4
reaction:1303,Aphos G3,P2-Et,None,Core_12,MFCD09999194,0.0,216
reaction:1304,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD09999194,0.0,8
reaction:1305,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD09999194,8.497040845602456,4
reaction:1306,Aphos G3,BTMG,None,Core_12,MFCD09999194,0.0,216
reaction:1307,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD09999194,0.0,8
reaction:1308,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD09999194,0.0,4
reaction:1309,tBuXphos G3,P2-Et,None,Core_12,MFCD05663845,38.602414207307405,90
reaction:1310,Aphos G3,BTTP,t-AmOH (25%),Core_12,MFCD05663845,0.0,216
reaction:1311,Xphos G3,K3PO4,H2O (25%),Core_12,MFCD05663845,0.0,1
reaction:1312,Aphos G3,BTMG,None,Core_12,MFCD05663845,0.0,216
reaction:1313,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD05663845,0.0,8
reaction:1314,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD05663845,0.0,4
reaction:1315,Aphos G3,P2-Et,None,Core_12,MFCD05663845,40.09754457334618,216
reaction:1316,tBu3P G2,BTTP,t-AmOH (25%),Core_12,MFCD05663845,0.0,8
reaction:1317,RuPhos G3,K3PO4,H2O (25%),Core_12,MFCD05663845,0.0,4
reaction:1318,Aphos G3,BTMG,None,Core_12,MFCD05663845,0.0,216
reaction:1319,tBu3P G2,BTMG,t-AmOH (25%),Core_12,MFCD05663845,0.0,8
reaction:1320,RuPhos G3,BTMG,H2O (25%),Core_12,MFCD05663845,0.0,4
