task_id,model,split_id,method,reference_group,repeat,fold,seed,n_train,n_test,fit_seed,r2,rmse,mae,kendall_tau,predictive_nll,mean_predictive_std,pit_cdf_mae,abs_residual_std_spearman,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,n_features,fit_seconds,selected_stop_reason
0,ligand_ohe,split_000,lolo,AdBrettPhos,0,0,42,2965,990,42,0.8567735515143529,10.739167335811363,7.383659362370447,0.811929208117101,3.8280249605303376,11.028154350049569,0.11256125612561255,-0.11713628718192348,0.6434343434343435,14.87675414537753,0.8454545454545455,28.26629694474704,0.9202020202020202,43.229570684091755,4,38.699413085356355,fixed_epoch_budget_no_plateau_test
1,ligand_ohe,split_001,lolo,XPhos,0,1,42,2965,990,42,-1.0625906154592704,25.170494968837332,18.222158740477525,0.6023211697638974,6.345189637289376,10.959741852500223,0.26059605960596055,-0.4267305031368662,0.3939393939393939,14.784467088612834,0.5191919191919192,28.090948658072676,0.6141414141414141,42.96139862151345,4,20.54684150684625,fixed_epoch_budget_no_plateau_test
2,ligand_ohe,split_002,lolo,t-BuBrettPhos,0,2,42,2966,989,42,0.9276215584499743,7.722158634286752,5.648066366016301,0.8454832855897393,3.6037954663015555,11.70847741561905,0.09631671154982031,-0.20683789628497198,0.7391304347826086,15.794496014474715,0.923154701718908,30.010035124260384,0.9858442871587462,45.8963880968279,4,20.544495184905827,fixed_epoch_budget_no_plateau_test
3,ligand_ohe,split_003,lolo,t-BuXPhos,0,3,42,2969,986,42,0.8145225506196226,12.115541167532667,8.258998495948585,0.7872882040914995,3.960841233582032,11.056476189688786,0.1422388689173177,-0.1569871055781043,0.6186612576064908,14.914959726464227,0.7981744421906694,28.33888874060452,0.8975659229208925,43.34059025542933,4,20.554760250262916,fixed_epoch_budget_no_plateau_test
4,ligand_ohe,split_004,iid_matched,,0,0,42,2966,989,42,0.9325879377279577,7.174660238943217,4.823444022758743,0.8313390647932903,3.550243994582006,11.504216092903285,0.1056140315750483,-0.028914576102059466,0.7987866531850354,15.518951677408158,0.9585439838220424,29.48649228844718,0.9767441860465116,45.09569842491307,4,37.18838338367641,fixed_epoch_budget_no_plateau_test
5,ligand_ohe,split_005,iid_matched,,0,1,42,2966,989,42,0.9437743454879528,6.403099686477612,4.4492113350749145,0.8493157372584658,3.526486429255293,11.734667241874671,0.11354383365535745,0.017597039400030188,0.8412537917087968,15.829825553212382,0.9635995955510617,30.077162349938845,0.9919110212335692,45.999050329272656,4,18.86318804975599,fixed_epoch_budget_no_plateau_test
6,ligand_ohe,split_006,iid_matched,,0,2,42,2966,989,42,0.9339640699127464,6.910849381331231,4.781168009755462,0.8394308597760545,3.5410077222966945,11.54437228570211,0.1047997276977445,-0.0257911992040032,0.8159757330637007,15.573121558307571,0.9494438827098078,29.589416751942473,0.9908998988877654,45.25310780819696,4,18.74270220194012,fixed_epoch_budget_no_plateau_test
7,ligand_ohe,split_007,iid_matched,,0,3,42,2967,988,42,0.9402156310941898,6.7435333041780785,4.77035847126987,0.8386167282398217,3.528342043870731,11.517727632754244,0.10355714113921512,0.04686746115021534,0.8137651821862348,15.537178467685836,0.9493927125506073,29.521123758545013,0.9939271255060729,45.14866268788018,4,18.741216813214123,fixed_epoch_budget_no_plateau_test
8,ligand_ohe,split_008,kfold,,0,0,42,3164,791,42,0.9353378176029794,7.145475800668821,4.869573001870484,0.8315388403038149,3.5506236951618253,11.52043821597672,0.10451640359990486,-0.035171935715231334,0.7914032869785083,15.540834988887061,0.9570164348925411,29.52807126288962,0.9785082174462706,45.15928797886649,4,38.0163450287655,fixed_epoch_budget_no_plateau_test
9,ligand_ohe,split_009,kfold,,0,1,42,3164,791,42,0.9464043134797546,6.280402214362124,4.423378424096451,0.8524227340747967,3.519354870596872,11.631188484269057,0.11135171671402284,-0.0686705344989203,0.8255372945638433,15.690234830476356,0.9646017699115044,29.811935622318675,0.9898862199747156,45.59342105312874,4,19.853006783872843,fixed_epoch_budget_no_plateau_test
