restart,step,negative_mll_per_point,lengthscale_mean,noise_variance_standardized
0,1,0.7219149662620538,1.0000000000000007,9.999999974752433e-07
0,2,0.7114703927759781,1.0099397161547614,9.999999974752433e-07
0,3,0.7010197840728065,1.0199794243045026,9.999999974752433e-07
0,4,0.6905763258503362,1.0301199047827871,9.999999974752433e-07
0,5,0.6801546563740274,1.04036156512763,9.999999974752433e-07
0,6,0.6697709510331114,1.0507043756457632,9.999999974752433e-07
0,7,0.6594430044280415,1.0611477971830499,9.999999974752433e-07
0,8,0.6491903074514745,1.0716907000131835,9.999999974752433e-07
0,9,0.6390341161808678,1.0823312726107874,9.999999974752433e-07
0,10,0.6289975086202791,1.0930669189222193,9.999999974752433e-07
0,11,0.619105424390972,1.1038941425939266,9.999999974752433e-07
0,12,0.6093846813537845,1.1148084164743153,9.999999974752433e-07
0,13,0.5998639618337921,1.1258040355865992,9.999999974752433e-07
0,14,0.5905737596003717,1.1368739517009327,9.999999974752433e-07
0,15,0.5815462770392295,1.1480095876493441,9.999999974752433e-07
0,16,0.5728152600693047,1.1592006296769202,9.999999974752433e-07
0,17,0.5644157563797578,1.1704347964776363,9.999999974752433e-07
0,18,0.5563837806268429,1.1816975842193962,9.999999974752433e-07
0,19,0.5487558685653414,1.1929719879480323,9.999999974752433e-07
0,20,0.5415685010513573,1.2042382014381938,9.999999974752433e-07
0,21,0.5348573789707417,1.2154733000316567,9.999999974752433e-07
0,22,0.528656532162686,1.2266509145020985,9.999999974752433e-07
0,23,0.5229972503078067,1.2377409087495153,9.999999974752433e-07
0,24,0.5179068327588748,1.248709080358104,9.999999974752433e-07
0,25,0.5134071687880123,1.2595169108269375,9.999999974752433e-07
0,26,0.509513181020923,1.2701214014259175,9.999999974752433e-07
0,27,0.5062311937570861,1.2804750405220726,9.999999974752433e-07
0,28,0.5035573241059565,1.2905259575813157,9.999999974752433e-07
0,29,0.5014760349908862,1.3002183257294377,9.999999974752433e-07
0,30,0.49995902957412647,1.309493075669256,9.999999974752433e-07
0,31,0.4989646972204683,1.3182889751241236,9.999999974752433e-07
0,32,0.4984383288991824,1.3265441061066157,9.999999974752433e-07
0,33,0.49831329064383106,1.3341977349420566,9.999999974752433e-07
0,34,0.4985132660654876,1.3411925181374698,9.999999974752433e-07
0,35,0.4989555509454842,1.3474769268308564,9.999999974752433e-07
0,36,0.4995552178847264,1.3530077149672242,9.999999974752433e-07
0,37,0.5002297974777254,1.357752216267505,9.999999974752433e-07
0,38,0.5009039872806098,1.3616902463247338,9.999999974752433e-07
0,39,0.5015138429175388,1.364815416181346,9.999999974752433e-07
0,40,0.5020099518245696,1.3671357293842312,9.999999974752433e-07
0,41,0.5023592351814304,1.3686734220039636,9.999999974752433e-07
0,42,0.5025452339227318,1.3694640944974312,9.999999974752433e-07
0,43,0.5025669592335557,1.369555256537993,9.999999974752433e-07
0,44,0.5024365763017791,1.3690044490357267,9.999999974752433e-07
0,45,0.5021763085310215,1.3678771191249086,9.999999974752433e-07
0,46,0.5018149874903945,1.3662444096227973,9.999999974752433e-07
0,47,0.5013846418003344,1.364180994297358,9.999999974752433e-07
0,48,0.5009174382876925,1.361763054324989,9.999999974752433e-07
0,49,0.500443186337186,1.3590664571877984,9.999999974752433e-07
0,50,0.49998751289839694,1.3561651711949654,9.999999974752433e-07
0,51,0.4995707257113997,1.3531299281083005,9.999999974752433e-07
0,52,0.49920731360005477,1.350027132374241,9.999999974752433e-07
0,53,0.4989059871412405,1.346918006688227,9.999999974752433e-07
0,54,0.4986701389143619,1.343857958388121,9.999999974752433e-07
0,55,0.4984985960993144,1.3408961481293207,9.999999974752433e-07
0,56,0.4983865448936619,1.3380752405123624,9.999999974752433e-07
0,57,0.49832652159171226,1.3354313153018362,9.999999974752433e-07
0,58,0.49830938527670315,1.3329939173812082,9.999999974752433e-07
0,59,0.4983252087538684,1.330786223592332,9.999999974752433e-07
0,60,0.4983640452594276,1.3288253051361887,9.999999974752433e-07
0,61,0.49841654707491345,1.3271224652797766,9.999999974752433e-07
0,62,0.49847442760564215,1.3256836336942595,9.999999974752433e-07
0,63,0.49853077044984434,1.3245098007588003,9.999999974752433e-07
0,64,0.4985801975984556,1.3235974774765331,9.999999974752433e-07
0,65,0.4986189145348774,1.3229391691127885,9.999999974752433e-07
0,66,0.4986446531547871,1.3225238531263266,9.999999974752433e-07
0,67,0.4986565346417403,1.3223374542804887,9.999999974752433e-07
0,68,0.49865487422630017,1.322363311876703,9.999999974752433e-07
0,69,0.4986409485609254,1.3225826357628427,9.999999974752433e-07
0,70,0.4986167446027335,1.3229749490815543,9.999999974752433e-07
0,71,0.49858470665896093,1.3235185166184695,9.999999974752433e-07
0,72,0.4985474957800596,1.3241907580950412,9.999999974752433e-07
0,73,0.49850777308267435,1.3249686458584338,9.999999974752433e-07
0,74,0.4984680159074413,1.325829086205387,9.999999974752433e-07
0,75,0.4984303730030627,1.32674928310985,9.999999974752433e-07
0,76,0.49839656221722667,1.3277070824909547,9.999999974752433e-07
0,77,0.4983678115192971,1.32868129445349,9.999999974752433e-07
0,78,0.49834484165554876,1.3296519902564794,9.999999974752433e-07
0,79,0.4983278864426742,1.3306007702132039,9.999999974752433e-07
0,80,0.49831674475443744,1.331510998384597,9.999999974752433e-07
0,81,0.49831085676545717,1.332367999865953,9.999999974752433e-07
0,82,0.4983093960869228,1.3331592167283122,9.999999974752433e-07
0,83,0.49831136912889357,1.3338743192742657,9.999999974752433e-07
0,84,0.4983157133708338,1.3345052701845415,9.999999974752433e-07
0,85,0.49832138717596947,1.33504634031646,9.999999974752433e-07
0,86,0.4983274452456649,1.3354940762916054,9.999999974752433e-07
0,87,0.49833309562705436,1.3358472214830415,9.999999974752433e-07
0,88,0.4983377361765875,1.3361065934791372,9.999999974752433e-07
0,89,0.49834097034857194,1.3362749224610426,9.999999974752433e-07
0,90,0.498342603939604,1.3363566560964002,9.999999974752433e-07
0,91,0.49834262582950895,1.3363577374550135,9.999999974752433e-07
0,92,0.4983411767196582,1.3362853630501919,9.999999974752433e-07
0,93,0.4983385103408217,1.3361477283853689,9.999999974752433e-07
0,94,0.4983349516015142,1.3359537683473006,9.999999974752433e-07
0,95,0.49833085573821323,1.3357128994628968,9.999999974752433e-07
0,96,0.4983265718095811,1.335434770470433,9.999999974752433e-07
0,97,0.4983224129632411,1.3351290269007052,9.999999974752433e-07
0,98,0.49831863491445794,1.3348050944767165,9.999999974752433e-07
0,99,0.49831542311701915,1.334471985178044,9.999999974752433e-07
0,100,0.4983128882634617,1.3341381288295249,9.999999974752433e-07
0,101,0.49831106908341344,1.3338112321076767,9.999999974752433e-07
0,102,0.4983099409462857,1.3334981659477616,9.999999974752433e-07
0,103,0.49830942852427756,1.3332048815059974,9.999999974752433e-07
0,104,0.4983094207178123,1.3329363541023616,9.999999974752433e-07
0,105,0.4983097861584156,1.3326965539490259,9.999999974752433e-07
0,106,0.4983103878431776,1.3324884419599523,9.999999974752433e-07
0,107,0.4983110957776348,1.3323139885354374,9.999999974752433e-07
0,108,0.49831179686684984,1.3321742129142091,9.999999974752433e-07
0,109,0.49831240166043855,1.3320692404752421,9.999999974752433e-07
0,110,0.49831284789433994,1.3319983752407967,9.999999974752433e-07
0,111,0.49831310105746557,1.3319601847699336,9.999999974752433e-07
0,112,0.49831315242998453,1.3319525946274355,9.999999974752433e-07
0,113,0.49831301518483406,1.3319729896572883,9.999999974752433e-07
0,114,0.49831271921520576,1.3320183193750021,9.999999974752433e-07
0,115,0.49831230535433046,1.3320852049130334,9.999999974752433e-07
0,116,0.49831181959975995,1.332170045104046,9.999999974752433e-07
0,117,0.49831130785631605,1.332269119464548,9.999999974752433e-07
0,118,0.4983108115843224,1.3323786860444347,9.999999974752433e-07
1,1,0.5073864089872185,1.276637315750122,9.999999974752433e-07
1,2,0.5038432021725224,1.2893509458916261,9.999999974752433e-07
1,3,0.5011408192942135,1.302040463783212,9.999999974752433e-07
1,4,0.49933919609933086,1.3144983871371245,9.999999974752433e-07
1,5,0.498445150293526,1.3263731349853756,9.999999974752433e-07
1,6,0.49835985705491953,1.3371199519470724,9.999999974752433e-07
1,7,0.4988318142346298,1.3460354514587494,9.999999974752433e-07
1,8,0.49948861621172397,1.3524737696309062,9.999999974752433e-07
1,9,0.4999848906406955,1.3561473709432295,9.999999974752433e-07
1,10,0.5001455466634224,1.3572126980479726,9.999999974752433e-07
1,11,0.49997773235885085,1.3560987065023338,9.999999974752433e-07
1,12,0.49959399795703074,1.3533118954479595,9.999999974752433e-07
1,13,0.49913530244627324,1.3493397302751378,9.999999974752433e-07
1,14,0.49872383107889967,1.344627685632542,9.999999974752433e-07
1,15,0.4984402490570344,1.3395832733615058,9.999999974752433e-07
1,16,0.4983163976118584,1.3345808371863452,9.999999974752433e-07
1,17,0.4983387966525901,1.3299570420541784,9.999999974752433e-07
1,18,0.49846079261985493,1.325996484840312,9.999999974752433e-07
1,19,0.49862048748703774,1.3229133100891084,9.999999974752433e-07
1,20,0.4987595551503899,1.3208375764202718,9.999999974752433e-07
