task_id,model,split_id,method,reference_group,repeat,fold,seed,n_train,n_test,fit_seed,r2,rmse,mae,kendall_tau,predictive_nll,mean_predictive_std,pit_cdf_mae,abs_residual_std_spearman,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,n_features,fit_seconds,selected_stop_reason
47,selected_5,split_005,lolo,P(tBu)3,0,5,42,2688,384,42,0.5239053763619468,19.945604130702883,16.917652862270675,0.5647044439539781,4.431764590123095,17.447220464547474,0.112881600660066,-0.0014563765988128072,0.3255208333333333,23.53594274549718,0.7942708333333334,44.71902540148522,0.9401041666666666,68.3918474816865,9,19.263239996507764,fixed_epoch_budget_no_plateau_test
48,selected_5,split_006,lolo,SPhos,0,6,42,2688,384,42,0.8982040159887752,8.904224126195908,6.541644710699717,0.8054996476042441,3.763196895033453,14.090457084278265,0.09476072607260727,0.06889580719541555,0.7447916666666666,19.007737757846915,0.9505208333333334,36.115294671191634,0.9895833333333334,55.23357682178531,9,19.2811329793185,fixed_epoch_budget_no_plateau_test
49,selected_5,split_007,lolo,XPhos,0,7,42,2688,384,42,0.8722305798546093,9.656440641618016,7.598254746794701,0.774097474107643,3.8744727964922077,15.891188164552053,0.0890325907590759,-0.1363712658099081,0.7526041666666666,21.43688707085529,0.9557291666666666,40.730754141291015,0.9921875,62.292312948142374,9,19.194538331590593,fixed_epoch_budget_no_plateau_test
50,selected_5,split_008,iid_matched,,0,0,42,2688,384,42,0.9234834810221126,8.422689078827599,5.822704671621323,0.8137580289706545,3.7457762111240687,14.249438355366388,0.10628197194719471,0.03327455833983249,0.7994791666666666,19.222200233491083,0.96875,36.52278006490214,0.9921875,55.85677195288357,9,24.80189173668623,fixed_epoch_budget_no_plateau_test
51,selected_5,split_009,iid_matched,,0,1,42,2688,384,42,0.9355255227237896,7.497738879842772,5.556783443888029,0.8173837398104565,3.724785882006851,14.48608335852623,0.11087252475247522,0.00426528432403106,0.8098958333333334,19.541429491623948,0.9791666666666666,37.129325613457745,1.0,56.784403319512876,9,19.66145832184702,fixed_epoch_budget_no_plateau_test
52,selected_5,split_010,iid_matched,,0,2,42,2688,384,42,0.9335806918785372,7.8255067330535475,5.476625964045525,0.8196542973621767,3.730609664059351,14.365208126604557,0.11375000000000002,-0.07647502627920383,0.828125,19.37837128165646,0.9583333333333334,36.81950992804817,0.9921875,56.31058111713406,9,19.676999097689986,fixed_epoch_budget_no_plateau_test
53,selected_5,split_011,iid_matched,,0,3,42,2688,384,42,0.9176917251624802,8.587965192714478,5.990353961984316,0.7992547379454974,3.759708512062352,14.35957712183396,0.10374587458745874,0.04507667593503103,0.8151041666666666,19.370775171654316,0.9505208333333334,36.805077082089475,0.9869791666666666,56.28850798403979,9,20.02815990149975,fixed_epoch_budget_no_plateau_test
54,selected_5,split_012,iid_matched,,0,4,42,2688,384,42,0.9279609951264893,7.9754177679414875,5.631342308521272,0.8224206304753732,3.730434845157271,14.303805184861025,0.10875618811881187,-0.039492557051303785,0.8072916666666666,19.29553997198066,0.9635416666666666,36.662127855807235,0.9973958333333334,56.06988600840979,9,20.00903309416026,fixed_epoch_budget_no_plateau_test
55,selected_5,split_013,iid_matched,,0,5,42,2688,384,42,0.9421651576712832,7.288630609427506,5.158858950138092,0.8263214116429712,3.714424538578682,14.431421309709549,0.12077248349834983,-0.1437563654884313,0.8489583333333334,19.467691508320808,0.9739583333333334,36.98922114498396,0.9973958333333334,56.570132025509146,9,20.030823794193566,fixed_epoch_budget_no_plateau_test
56,selected_5,split_014,iid_matched,,0,6,42,2688,384,42,0.9255466398786791,8.145302325140394,5.558192195693652,0.8066668068647378,3.759938220090137,14.500696241855621,0.11355198019801978,-0.09675303482418367,0.8307291666666666,19.561141971676918,0.9557291666666666,37.166779940473546,0.9947916666666666,56.84168476958465,9,19.752312198281288,fixed_epoch_budget_no_plateau_test
