model,method,n_folds,device,run_time_sec,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,nll_mean,nll_std,ece_mean,ece_std,cdf_ama_mean,cdf_ama_std,cvpp_ama_mean,cvpp_ama_std,Cv_mean,Cv_std,sharpness_mean,sharpness_std,RUSC_mean,RUSC_std,n,pooled_r2,pooled_rmse,pooled_mae
ligand_ohe,iid_stratified_8,8,cuda,169.125,0.9251337768429269,0.0077793697622564936,8.217440996073456,0.4588740418241932,5.7729837137709055,0.28918237560740867,3.7307812531866364,0.016296698754451083,0.10309244791666666,0.00725371155425907,0.10421964666029115,0.010307301504666647,0.2107204861111111,0.012850960768916099,0.06177749205380678,0.003650369460845928,14.028913140296936,0.11137432970067873,0.02896063629581906,0.03801377300803245,3072,0.9252122346182271,8.230243125826162,5.772983713770906
ligand_ohe,kfold_stratified_5,5,cuda,106.985,0.9230466154119996,0.006670617840014335,8.336862736801356,0.35182436741744505,5.879552026463847,0.263387806087725,3.73954608145461,0.009942441085749012,0.10198580546066047,0.007501546139216158,0.10421418978671812,0.007844228070838313,0.2075307680764104,0.012236340097734057,0.06222554892301559,0.0044625839711989555,14.09374122619629,0.09756143910127162,0.019474286698562278,0.05707005565341171,3072,0.9231248046690714,8.34431138619964,5.879557371934255
ligand_ohe,lolo,8,cuda,169.215,0.5005071701877624,0.237021590317633,20.12595130328471,3.3837887490117713,14.61783793573578,2.419532294806524,4.8772221352252085,0.5516938176084438,0.08923828125,0.055020174507145705,0.09545823350364722,0.053216394222931784,0.08404947916666672,0.04321333984005283,0.04408187186345458,0.002192978366189804,11.887294173240662,0.2864702748218965,0.11529839082262386,0.12020787304815525,3072,0.540141367136243,20.408428213856308,14.617837935735784
pc_scores,iid_stratified_8,8,cuda,156.595,0.9124235152183509,0.009046415670473583,8.888492133904421,0.4861612024460816,6.310220190038283,0.2597366232623553,3.845834294770845,0.017401236210612247,0.10875651041666667,0.005671073695836334,0.11378552755796106,0.007552966834333873,0.21805555555555556,0.009227965419065192,0.09187230840325356,0.003397899196055816,15.991334557533264,0.11196363331339775,-0.018878640941304127,0.05217705133936895,3072,0.9125099407078362,8.901777638721638,6.310220190038283
pc_scores,kfold_stratified_5,5,cuda,91.924,0.910038673843029,0.006314170576268206,9.016699379854368,0.2893755934079784,6.38973022516439,0.21933528801587282,3.8545835595884768,0.008453809191044716,0.10572754958819945,0.00504580066236537,0.10801728328715135,0.004862457821248083,0.21665271929592259,0.009436890983454618,0.10003145635128022,0.005903153469135967,16.13084144592285,0.06514081044460489,-0.030609127427196663,0.052943563970969304,3072,0.9101458043430268,9.021246850283417,6.389659236719211
pc_scores,lolo,8,cuda,160.135,0.07247431182747822,0.18607775454789924,28.294255327364148,3.3819950611625993,25.65013856013616,3.316760273695455,4.9124924353091854,0.22867479887622974,0.11703776041666665,0.02582825887739845,0.12138681781304553,0.02638216988060755,0.21796223958333338,0.048925471586708846,0.0007472394640988256,0.0012723858579191507,20.28695797920227,0.1942271048866047,,,3072,0.10347430539696689,28.495662391385164,25.650138560136156
pc_scores_long,iid_stratified_8,8,cuda,789.411,0.9097925056001138,0.01070122347261501,9.017841158499888,0.5712527103271089,6.4128265635420885,0.27658878266003495,3.905857453432864,0.01943973454866121,0.11389973958333334,0.004671082178815283,0.11991655191353662,0.0131484688183156,0.23237847222222224,0.009383134491768988,0.12734831403940916,0.005943423169516465,17.38726305961609,0.16962192811041152,-0.003362493006340921,0.04844334061448674,3072,0.9098533369266047,9.035916600931564,6.412826563542088
pc_scores_long,kfold_stratified_5,5,cuda,471.797,0.9091395109634423,0.0062306180588691425,9.062381775019684,0.30253424126406214,6.435968492296223,0.17917013124697,3.9056214820146735,0.009574824862416894,0.11327920341092661,0.003939632651505045,0.11419481962384122,0.004719199582129678,0.2316369446430621,0.007151530965558279,0.11723859906196595,0.005343390469113775,17.368841934204102,0.08286005278828472,0.013225165315243499,0.0653657168866155,3072,0.9092258862141605,9.067308561208895,6.435873322511713
pc_scores_long,lolo,8,cuda,778.372,0.08683395814336525,0.20541874285233952,28.023333118978762,3.689934865844688,25.390917502293984,3.5859425021400733,4.802935062106061,0.19920549565766293,0.09606119791666667,0.033640924337728396,0.1047366966724912,0.030840217081297742,0.1649479166666667,0.05867054188577707,0.0011983447741208408,0.0020031874620206683,23.641772747039795,1.0493953786744812,,,3072,0.11791577978127721,28.26522277307271,25.390917502293984
pc_top,iid_stratified_8,8,cuda,158.485,0.9280081114132743,0.008799498278839227,8.055131840024359,0.5124923322627639,5.651585678358873,0.3133285098609274,3.735344474196312,0.019376748441798885,0.10869140625000001,0.007922337157616683,0.08016910430077688,0.17702153572816082,0.2187717013888889,0.013622855657716483,0.0633238679729402,0.0034439222168264733,14.235758423805237,0.09117473700668655,-0.016137497456851245,0.058483975041017475,3072,0.9280708440154276,8.071418546377231,5.651585678358873
