row_id,catalyst,base,cosolvent,core,monomer,conversion
reaction:1,tBuXphos G3,P2-Et,None,Core_01,MFCD05663854,38.72201600562694
reaction:2,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD05663854,0.0
reaction:3,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD05663854,100.0
reaction:4,tBuXphos G3,BTMG,None,Core_01,MFCD05663854,78.95609922558542
reaction:5,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD05663854,0.0
reaction:6,Xphos G3,BTMG,H2O (25%),Core_01,MFCD05663854,100.0
reaction:7,Aphos G3,P2-Et,None,Core_01,MFCD05663854,0.0
reaction:8,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD05663854,0.0
reaction:9,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD05663854,85.81699604861305
reaction:10,Aphos G3,BTMG,None,Core_01,MFCD05663854,0.0
reaction:11,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD05663854,0.0
reaction:12,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD05663854,94.40427105286628
reaction:13,tBuXphos G3,P2-Et,None,Core_01,MFCD16994280,0.0
reaction:14,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD16994280,0.0
reaction:15,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD16994280,0.0
reaction:16,tBuXphos G3,BTMG,None,Core_01,MFCD16994280,0.0
reaction:17,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD16994280,0.0
reaction:18,Aphos G3,P2-Et,None,Core_01,MFCD16994280,0.0
reaction:19,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD16994280,0.0
reaction:20,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD16994280,0.0
reaction:21,Aphos G3,BTMG,None,Core_01,MFCD16994280,0.0
reaction:22,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD16994280,0.0
reaction:23,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD16994280,75.35033235846507
reaction:24,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD03788418,0.0
reaction:25,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD03788418,0.0
reaction:26,tBuXphos G3,BTMG,None,Core_01,MFCD03788418,0.0
reaction:27,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD03788418,0.0
reaction:28,Aphos G3,P2-Et,None,Core_01,MFCD03788418,0.0
reaction:29,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD03788418,0.0
reaction:30,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD03788418,0.0
reaction:31,Aphos G3,BTMG,None,Core_01,MFCD03788418,0.0
reaction:32,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD03788418,0.0
reaction:33,tBuXphos G3,P2-Et,None,Core_01,MFCD19439767,0.0
reaction:34,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD19439767,0.0
reaction:35,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD19439767,0.0
reaction:36,tBuXphos G3,BTMG,None,Core_01,MFCD19439767,82.74174342628626
reaction:37,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD19439767,0.0
reaction:38,Xphos G3,BTMG,H2O (25%),Core_01,MFCD19439767,0.0
reaction:39,Aphos G3,P2-Et,None,Core_01,MFCD19439767,0.0
reaction:40,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD19439767,0.0
reaction:41,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD19439767,0.0
reaction:42,Aphos G3,BTMG,None,Core_01,MFCD19439767,0.0
reaction:43,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD19439767,0.0
reaction:44,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD19439767,0.0
reaction:45,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD18383786,0.0
reaction:46,tBuXphos G3,BTMG,None,Core_01,MFCD18383786,100.0
reaction:47,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD18383786,0.0
reaction:48,Aphos G3,P2-Et,None,Core_01,MFCD18383786,0.0
reaction:49,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD18383786,0.0
reaction:50,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD18383786,0.0
reaction:51,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD18383786,93.19677907483072
reaction:52,tBuXphos G3,P2-Et,None,Core_01,MFCD00674177,0.0
reaction:53,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD00674177,0.0
reaction:54,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD00674177,82.16479632265536
reaction:55,tBuXphos G3,BTMG,None,Core_01,MFCD00674177,0.0
reaction:56,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD00674177,0.0
reaction:57,Xphos G3,BTMG,H2O (25%),Core_01,MFCD00674177,75.29232022138747
reaction:58,Aphos G3,P2-Et,None,Core_01,MFCD00674177,0.0
reaction:59,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD00674177,0.0
reaction:60,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD00674177,70.02041880830681
reaction:61,Aphos G3,BTMG,None,Core_01,MFCD00674177,0.0
reaction:62,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD00674177,0.0
reaction:63,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD00674177,62.177408215063004
reaction:64,tBuXphos G3,P2-Et,None,Core_01,MFCD11878349,0.0
reaction:65,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD11878349,0.0
reaction:66,tBuXphos G3,BTMG,None,Core_01,MFCD11878349,91.84283129570052
reaction:67,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD11878349,0.0
reaction:68,Xphos G3,BTMG,H2O (25%),Core_01,MFCD11878349,93.14614549847903
reaction:69,Aphos G3,P2-Et,None,Core_01,MFCD11878349,0.0
reaction:70,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD11878349,0.0
reaction:71,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD11878349,0.0
reaction:72,Aphos G3,BTMG,None,Core_01,MFCD11878349,0.0
reaction:73,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD11878349,0.0
reaction:74,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD11878349,0.0
reaction:75,tBuXphos G3,P2-Et,None,Core_01,MFCD03789252,0.0
reaction:76,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD03789252,0.0
reaction:77,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD03789252,88.33522023381062
reaction:78,tBuXphos G3,BTMG,None,Core_01,MFCD03789252,83.74641297030102
reaction:79,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD03789252,0.0
reaction:80,Xphos G3,BTMG,H2O (25%),Core_01,MFCD03789252,84.44389921158727
reaction:81,Aphos G3,P2-Et,None,Core_01,MFCD03789252,0.0
reaction:82,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD03789252,0.0
reaction:83,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD03789252,64.29350377198527
reaction:84,Aphos G3,BTMG,None,Core_01,MFCD03789252,0.0
reaction:85,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD03789252,0.0
reaction:86,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD03789252,78.55922466808875
reaction:87,Xphos G3,K3PO4,H2O (25%),Core_01,MFCD09999194,100.0
reaction:88,tBuXphos G3,BTMG,None,Core_01,MFCD09999194,100.0
reaction:89,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD09999194,0.0
reaction:90,Xphos G3,BTMG,H2O (25%),Core_01,MFCD09999194,100.0
reaction:91,Aphos G3,P2-Et,None,Core_01,MFCD09999194,0.0
reaction:92,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD09999194,0.0
reaction:93,RuPhos G3,K3PO4,H2O (25%),Core_01,MFCD09999194,100.0
reaction:94,Aphos G3,BTMG,None,Core_01,MFCD09999194,0.0
reaction:95,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD09999194,0.0
reaction:96,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD09999194,100.0
reaction:97,tBuXphos G3,P2-Et,None,Core_01,MFCD05663845,0.0
reaction:98,Aphos G3,BTTP,t-AmOH (25%),Core_01,MFCD05663845,0.0
reaction:99,tBuXphos G3,BTMG,None,Core_01,MFCD05663845,41.726005643708646
reaction:100,Aphos G3,BTMG,t-AmOH (25%),Core_01,MFCD05663845,0.0
reaction:101,Aphos G3,P2-Et,None,Core_01,MFCD05663845,0.0
reaction:102,tBu3P G2,BTTP,t-AmOH (25%),Core_01,MFCD05663845,0.0
reaction:103,Aphos G3,BTMG,None,Core_01,MFCD05663845,0.0
reaction:104,tBu3P G2,BTMG,t-AmOH (25%),Core_01,MFCD05663845,0.0
reaction:105,RuPhos G3,BTMG,H2O (25%),Core_01,MFCD05663845,37.5857141980799
reaction:106,tBu3P G2,BTTP,t-AmOH (25%),Core_02,MFCD03788418,0.0
reaction:107,Aphos G3,BTMG,None,Core_02,MFCD03788418,0.0
reaction:108,tBuXphos G3,BTMG,None,Core_02,MFCD18383786,0.0
reaction:109,Aphos G3,BTMG,t-AmOH (25%),Core_02,MFCD18383786,0.0
reaction:110,tBu3P G2,BTMG,t-AmOH (25%),Core_02,MFCD18383786,0.0
reaction:111,Aphos G3,BTMG,t-AmOH (25%),Core_02,MFCD03789252,0.0
reaction:112,tBu3P G2,BTMG,t-AmOH (25%),Core_02,MFCD03789252,0.0
reaction:113,tBuXphos G3,P2-Et,None,Core_02,MFCD09999194,0.0
reaction:114,Aphos G3,BTTP,t-AmOH (25%),Core_02,MFCD09999194,0.0
reaction:115,Xphos G3,K3PO4,H2O (25%),Core_02,MFCD09999194,0.0
reaction:116,tBuXphos G3,BTMG,None,Core_02,MFCD09999194,0.0
reaction:117,Aphos G3,BTMG,t-AmOH (25%),Core_02,MFCD09999194,0.0
reaction:118,Xphos G3,BTMG,H2O (25%),Core_02,MFCD09999194,0.0
reaction:119,Aphos G3,P2-Et,None,Core_02,MFCD09999194,0.0
reaction:120,tBu3P G2,BTTP,t-AmOH (25%),Core_02,MFCD09999194,0.0
reaction:121,RuPhos G3,K3PO4,H2O (25%),Core_02,MFCD09999194,0.0
reaction:122,Aphos G3,BTMG,None,Core_02,MFCD09999194,0.0
reaction:123,tBu3P G2,BTMG,t-AmOH (25%),Core_02,MFCD09999194,0.0
reaction:124,RuPhos G3,BTMG,H2O (25%),Core_02,MFCD09999194,0.0
reaction:125,tBuXphos G3,P2-Et,None,Core_02,MFCD05663845,0.0
reaction:126,Aphos G3,BTTP,t-AmOH (25%),Core_02,MFCD05663845,0.0
reaction:127,Xphos G3,K3PO4,H2O (25%),Core_02,MFCD05663845,0.0
reaction:128,tBuXphos G3,BTMG,None,Core_02,MFCD05663845,0.0
reaction:129,Aphos G3,BTMG,t-AmOH (25%),Core_02,MFCD05663845,0.0
reaction:130,Xphos G3,BTMG,H2O (25%),Core_02,MFCD05663845,0.0
reaction:131,Aphos G3,P2-Et,None,Core_02,MFCD05663845,0.0
reaction:132,tBu3P G2,BTTP,t-AmOH (25%),Core_02,MFCD05663845,0.0
reaction:133,RuPhos G3,K3PO4,H2O (25%),Core_02,MFCD05663845,0.0
reaction:134,Aphos G3,BTMG,None,Core_02,MFCD05663845,0.0
reaction:135,tBu3P G2,BTMG,t-AmOH (25%),Core_02,MFCD05663845,0.0
reaction:136,RuPhos G3,BTMG,H2O (25%),Core_02,MFCD05663845,0.0
reaction:137,tBuXphos G3,P2-Et,None,Core_03,MFCD05663854,100.0
reaction:138,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD05663854,100.0
reaction:139,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD05663854,47.245549640586646
reaction:140,tBuXphos G3,BTMG,None,Core_03,MFCD05663854,54.0615344587197
reaction:141,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD05663854,76.40793249533958
reaction:142,Xphos G3,BTMG,H2O (25%),Core_03,MFCD05663854,100.0
reaction:143,Aphos G3,P2-Et,None,Core_03,MFCD05663854,84.35854347689065
reaction:144,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD05663854,97.76559164708469
reaction:145,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD05663854,57.295810179189424
reaction:146,Aphos G3,BTMG,None,Core_03,MFCD05663854,96.09371367312576
reaction:147,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD05663854,93.37365649382447
reaction:148,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD05663854,95.58563077917809
reaction:149,tBuXphos G3,P2-Et,None,Core_03,MFCD16994280,53.84532127436603
reaction:150,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD16994280,100.0
reaction:151,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD16994280,100.0
reaction:152,tBuXphos G3,BTMG,None,Core_03,MFCD16994280,25.32622276828773
reaction:153,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD16994280,98.95067001145873
reaction:154,Xphos G3,BTMG,H2O (25%),Core_03,MFCD16994280,96.11901085481365
reaction:155,Aphos G3,P2-Et,None,Core_03,MFCD16994280,100.0
reaction:156,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD16994280,98.51680455044045
reaction:157,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD16994280,92.6258141259348
reaction:158,Aphos G3,BTMG,None,Core_03,MFCD16994280,89.56953551380074
reaction:159,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD16994280,95.625637014219
reaction:160,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD16994280,96.19566039359236
reaction:161,tBuXphos G3,P2-Et,None,Core_03,MFCD03788418,90.75710383070701
reaction:162,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD03788418,100.0
reaction:163,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD03788418,96.12036628441246
reaction:164,tBuXphos G3,BTMG,None,Core_03,MFCD03788418,67.25365931339002
reaction:165,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD03788418,100.0
reaction:166,Xphos G3,BTMG,H2O (25%),Core_03,MFCD03788418,84.37391585986751
reaction:167,Aphos G3,P2-Et,None,Core_03,MFCD03788418,33.22338664821709
reaction:168,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD03788418,98.76876086937855
reaction:169,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD03788418,90.66343666289414
reaction:170,Aphos G3,BTMG,None,Core_03,MFCD03788418,100.0
reaction:171,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD03788418,96.67567186437275
reaction:172,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD03788418,82.8685945793302
reaction:173,tBuXphos G3,P2-Et,None,Core_03,MFCD19439767,79.06281081666732
reaction:174,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD19439767,100.0
reaction:175,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD19439767,96.67226674661774
reaction:176,tBuXphos G3,BTMG,None,Core_03,MFCD19439767,100.0
reaction:177,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD19439767,100.0
reaction:178,Xphos G3,BTMG,H2O (25%),Core_03,MFCD19439767,97.62953003070432
reaction:179,Aphos G3,P2-Et,None,Core_03,MFCD19439767,5.237368223952925
reaction:180,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD19439767,100.0
reaction:181,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD19439767,100.0
reaction:182,Aphos G3,BTMG,None,Core_03,MFCD19439767,100.0
reaction:183,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD19439767,100.0
reaction:184,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD19439767,96.40127817970779
reaction:185,tBuXphos G3,P2-Et,None,Core_03,MFCD18383786,100.0
reaction:186,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD18383786,100.0
reaction:187,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD18383786,100.0
reaction:188,tBuXphos G3,BTMG,None,Core_03,MFCD18383786,100.0
reaction:189,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD18383786,100.0
reaction:190,Xphos G3,BTMG,H2O (25%),Core_03,MFCD18383786,94.84256685338525
reaction:191,Aphos G3,P2-Et,None,Core_03,MFCD18383786,20.400432745744197
reaction:192,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD18383786,100.0
reaction:193,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD18383786,100.0
reaction:194,Aphos G3,BTMG,None,Core_03,MFCD18383786,100.0
reaction:195,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD18383786,100.0
reaction:196,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD18383786,96.94143413051188
reaction:197,tBuXphos G3,P2-Et,None,Core_03,MFCD00674177,76.28370256847882
reaction:198,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD00674177,95.46495583025836
reaction:199,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD00674177,48.060362289356036
reaction:200,tBuXphos G3,BTMG,None,Core_03,MFCD00674177,33.84537647947243
reaction:201,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD00674177,59.511761646401695
reaction:202,Xphos G3,BTMG,H2O (25%),Core_03,MFCD00674177,28.411272005797034
reaction:203,Aphos G3,P2-Et,None,Core_03,MFCD00674177,53.515770230818575
reaction:204,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD00674177,37.74660244567025
reaction:205,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD00674177,28.598695178957655
reaction:206,Aphos G3,BTMG,None,Core_03,MFCD00674177,52.34918180528243
reaction:207,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD00674177,7.257533894748268
reaction:208,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD00674177,24.320731720545837
reaction:209,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD11878349,50.89311559036095
reaction:210,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD11878349,9.555858484306805
reaction:211,tBuXphos G3,BTMG,None,Core_03,MFCD11878349,57.97183057737537
reaction:212,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD11878349,80.23386363661501
reaction:213,Xphos G3,BTMG,H2O (25%),Core_03,MFCD11878349,81.56120783965605
reaction:214,Aphos G3,P2-Et,None,Core_03,MFCD11878349,3.9019254343355456
reaction:215,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD11878349,10.31608381959764
reaction:216,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD11878349,16.45694980292204
reaction:217,Aphos G3,BTMG,None,Core_03,MFCD11878349,61.525326352712476
reaction:218,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD11878349,32.21276390742164
reaction:219,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD11878349,10.980562757279674
reaction:220,tBuXphos G3,P2-Et,None,Core_03,MFCD03789252,100.0
reaction:221,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD03789252,100.0
reaction:222,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD03789252,100.0
reaction:223,tBuXphos G3,BTMG,None,Core_03,MFCD03789252,81.68682751379527
reaction:224,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD03789252,100.0
reaction:225,Xphos G3,BTMG,H2O (25%),Core_03,MFCD03789252,94.51643241688394
reaction:226,Aphos G3,P2-Et,None,Core_03,MFCD03789252,100.0
reaction:227,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD03789252,100.0
reaction:228,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD03789252,100.0
reaction:229,Aphos G3,BTMG,None,Core_03,MFCD03789252,100.0
reaction:230,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD03789252,100.0
reaction:231,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD03789252,100.0
reaction:232,tBuXphos G3,P2-Et,None,Core_03,MFCD09999194,29.872847084143945
reaction:233,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD09999194,92.09719713125504
reaction:234,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD09999194,35.864453450312276
reaction:235,tBuXphos G3,BTMG,None,Core_03,MFCD09999194,100.0
reaction:236,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD09999194,100.0
reaction:237,Xphos G3,BTMG,H2O (25%),Core_03,MFCD09999194,53.89106352896601
reaction:238,Aphos G3,P2-Et,None,Core_03,MFCD09999194,16.326890064247095
reaction:239,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD09999194,96.13580616369163
reaction:240,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD09999194,44.14119733665104
reaction:241,Aphos G3,BTMG,None,Core_03,MFCD09999194,100.0
reaction:242,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD09999194,69.79590613782361
reaction:243,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD09999194,28.586034340401966
reaction:244,tBuXphos G3,P2-Et,None,Core_03,MFCD05663845,94.60151084367858
reaction:245,Aphos G3,BTTP,t-AmOH (25%),Core_03,MFCD05663845,96.13304723199799
reaction:246,Xphos G3,K3PO4,H2O (25%),Core_03,MFCD05663845,46.91848249051721
reaction:247,tBuXphos G3,BTMG,None,Core_03,MFCD05663845,38.15512684070648
reaction:248,Aphos G3,BTMG,t-AmOH (25%),Core_03,MFCD05663845,96.55852090246172
reaction:249,Xphos G3,BTMG,H2O (25%),Core_03,MFCD05663845,93.6351810358032
reaction:250,Aphos G3,P2-Et,None,Core_03,MFCD05663845,95.96930609440808
reaction:251,tBu3P G2,BTTP,t-AmOH (25%),Core_03,MFCD05663845,95.96412165259028
reaction:252,RuPhos G3,K3PO4,H2O (25%),Core_03,MFCD05663845,42.468098797267956
reaction:253,Aphos G3,BTMG,None,Core_03,MFCD05663845,96.51843948280128
reaction:254,tBu3P G2,BTMG,t-AmOH (25%),Core_03,MFCD05663845,95.85026021935184
reaction:255,RuPhos G3,BTMG,H2O (25%),Core_03,MFCD05663845,80.36920860938618
reaction:256,tBuXphos G3,P2-Et,None,Core_04,MFCD05663854,9.217272716258725
reaction:257,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD05663854,65.23773143864548
reaction:258,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD05663854,46.721824888392185
reaction:259,tBuXphos G3,BTMG,None,Core_04,MFCD05663854,0.0
reaction:260,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD05663854,60.33122271953364
reaction:261,Xphos G3,BTMG,H2O (25%),Core_04,MFCD05663854,30.03759292056275
reaction:262,Aphos G3,P2-Et,None,Core_04,MFCD05663854,65.27129326122677
reaction:263,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD05663854,75.22675435292672
reaction:264,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD05663854,50.00833945181608
reaction:265,Aphos G3,BTMG,None,Core_04,MFCD05663854,38.27910185543559
reaction:266,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD05663854,67.55276533686735
reaction:267,RuPhos G3,BTMG,H2O (25%),Core_04,MFCD05663854,32.719968942230985
reaction:268,tBuXphos G3,P2-Et,None,Core_04,MFCD16994280,0.0
reaction:269,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD16994280,64.84630769315419
reaction:270,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD16994280,36.45965232004575
reaction:271,tBuXphos G3,BTMG,None,Core_04,MFCD16994280,0.0
reaction:272,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD16994280,28.05936227197337
reaction:273,Xphos G3,BTMG,H2O (25%),Core_04,MFCD16994280,20.66310176969036
reaction:274,Aphos G3,P2-Et,None,Core_04,MFCD16994280,80.65130662854776
reaction:275,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD16994280,54.66671358469455
reaction:276,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD16994280,71.74776330101078
reaction:277,Aphos G3,BTMG,None,Core_04,MFCD16994280,26.24558029129552
reaction:278,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD16994280,34.14417260888772
